dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,source_row_fill_csv,dropzone_class_folder,import_kind,source_path,drop_filename,proposed_value,expected_value_rule,evidence_ref,operator_clearance,destination_path,source_sha256,import_status,blocker,per_row_import_csv,per_row_import_md,next_action
priority_006_REQUIRED_MONOMER_006,161,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,other_team_model_used,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/provenance,value,,,,false,,,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_006_REQUIRED_MONOMER_006,162,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,post_release_information_used,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/provenance,value,,,,false,,,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_006_REQUIRED_MONOMER_006,163,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,current_casp17_target,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/provenance,value,,,,false,,,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_006_REQUIRED_MONOMER_006,164,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,provenance,operator_clearance,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/provenance,value,,,,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_006_REQUIRED_MONOMER_006,165,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,recursive_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/files/ablation/recursive,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_006_REQUIRED_MONOMER_006,166,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,scored_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/files/ablation/scored,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_006_REQUIRED_MONOMER_006,167,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,sidechain_scaffold_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/files/ablation/sidechain_scaffold,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_006_REQUIRED_MONOMER_006,168,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,sidechain_repacked_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/files/ablation/sidechain_repacked,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_006_REQUIRED_MONOMER_006,169,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,sidechain_completed_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/files/ablation/sidechain_completed,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_006_REQUIRED_MONOMER_006,170,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,steric_relaxed_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/files/ablation/steric_relaxed,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_006_REQUIRED_MONOMER_006,171,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,rotamer_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/files/ablation/rotamer_minimized,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_006_REQUIRED_MONOMER_006,172,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,polar_refined_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/files/ablation/polar_refined,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_006_REQUIRED_MONOMER_006,173,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,forcefield_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/files/ablation/forcefield_minimized,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_006_REQUIRED_MONOMER_006,174,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_file,statistical_rotamer_prediction_pdb,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/files/ablation/statistical_rotamer,file,,,,non-placeholder cleared value,,,,,awaiting_import_file,source_path_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,enter source_path for the cleared local historical PDB in the import CSV
priority_006_REQUIRED_MONOMER_006,175,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,selected_model_rank,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/calibration,value,,,,integer 1..5,,,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_006_REQUIRED_MONOMER_006,176,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,best_model_rank,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/calibration,value,,,,integer 1..5,,,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_006_REQUIRED_MONOMER_006,177,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,selected_native_metric,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/calibration,value,,,,finite numeric value,,,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_006_REQUIRED_MONOMER_006,178,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,best_native_metric,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/calibration,value,,,,finite numeric value,,,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_006_REQUIRED_MONOMER_006,179,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,selected_score,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/calibration,value,,,,finite numeric value,,,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
priority_006_REQUIRED_MONOMER_006,180,6,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration,best_score,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/row_fill.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/evidence_dropzone/calibration,value,,,,finite numeric value,,,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/FIELD_VALUE_LEDGER.csv,,awaiting_import_value,proposed_value_required,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.csv,casp17/competitive_floor_batch_current/priority_006_REQUIRED_MONOMER_006/EVIDENCE_IMPORT.md,"enter proposed_value, evidence_ref, and operator_clearance in the import CSV"
