dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,source_row_fill_csv,current_value,recommended_value,intake_status,patch_status,blocker,dry_run_csv,dry_run_md,next_action
priority_010_REQUIRED_MONOMER_010,281,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,other_team_model_used,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,282,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,post_release_information_used,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,283,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,current_casp17_target,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,284,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,operator_clearance,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,REQUIRED_OPERATOR_CLEARANCE,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,285,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,recursive_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,runs/casp17_historical_ablation_predictions_current/recursive/REQUIRED_MONOMER_010TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,286,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,scored_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,runs/casp17_historical_ablation_predictions_current/scored/REQUIRED_MONOMER_010TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,287,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,sidechain_scaffold_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_scaffold/REQUIRED_MONOMER_010TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,288,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,sidechain_repacked_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_repacked/REQUIRED_MONOMER_010TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,289,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,sidechain_completed_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_completed/REQUIRED_MONOMER_010TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,290,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,steric_relaxed_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,runs/casp17_historical_ablation_predictions_current/steric_relaxed/REQUIRED_MONOMER_010TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,291,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,rotamer_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,runs/casp17_historical_ablation_predictions_current/rotamer_minimized/REQUIRED_MONOMER_010TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,292,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,polar_refined_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,runs/casp17_historical_ablation_predictions_current/polar_refined/REQUIRED_MONOMER_010TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,293,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,forcefield_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,runs/casp17_historical_ablation_predictions_current/forcefield_minimized/REQUIRED_MONOMER_010TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,294,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,statistical_rotamer_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,runs/casp17_historical_ablation_predictions_current/statistical_rotamer/REQUIRED_MONOMER_010TS.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,295,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,calibration,selected_model_rank,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,REQUIRED_1_TO_5,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,296,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,calibration,best_model_rank,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,REQUIRED_1_TO_5,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,297,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,calibration,selected_native_metric,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,REQUIRED_NATIVE_METRIC,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,298,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,calibration,best_native_metric,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,REQUIRED_ORACLE_METRIC,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,299,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,calibration,selected_score,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,REQUIRED_INTERNAL_SCORE,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_010_REQUIRED_MONOMER_010,300,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,calibration,best_score,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,REQUIRED_ORACLE_SCORE,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
