queue_rank,required_benchmark_id,field_name,field_kind,current_value,recommended_value,source_status,import_status,apply_mode,applied,source_path,destination_intake_csv,blocker,next_action
1,hist_REQUIRED_MONOMER_001,native_release_date,operator_value,YYYY-MM-DD,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/01_hist_required_monomer_001/replacement_candidate_intake.csv,operator_value_required,fill native_release_date in replacement_candidate_intake.csv
1,hist_REQUIRED_MONOMER_001,prediction_generated_before_native_release,operator_value,REQUIRED_TRUE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/01_hist_required_monomer_001/replacement_candidate_intake.csv,operator_value_required,fill prediction_generated_before_native_release in replacement_candidate_intake.csv
1,hist_REQUIRED_MONOMER_001,public_template_or_native_used_for_prediction,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/01_hist_required_monomer_001/replacement_candidate_intake.csv,operator_value_required,fill public_template_or_native_used_for_prediction in replacement_candidate_intake.csv
1,hist_REQUIRED_MONOMER_001,other_team_model_used,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/01_hist_required_monomer_001/replacement_candidate_intake.csv,operator_value_required,fill other_team_model_used in replacement_candidate_intake.csv
1,hist_REQUIRED_MONOMER_001,post_release_information_used,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/01_hist_required_monomer_001/replacement_candidate_intake.csv,operator_value_required,fill post_release_information_used in replacement_candidate_intake.csv
1,hist_REQUIRED_MONOMER_001,operator_clearance,operator_value,REQUIRED_OPERATOR_CLEARANCE,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/01_hist_required_monomer_001/replacement_candidate_intake.csv,operator_value_required,fill operator_clearance in replacement_candidate_intake.csv
2,hist_REQUIRED_MONOMER_002,prediction_pdb,file,REQUIRED_LOCAL_PREDICTION_PDB,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/prediction/replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
2,hist_REQUIRED_MONOMER_002,native_pdb,file,REQUIRED_LOCAL_NATIVE_PDB,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/native/replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
2,hist_REQUIRED_MONOMER_002,native_authority_ref,file,REQUIRED_LOCAL_NATIVE_AUTHORITY_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/authority/native_authority.md,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
2,hist_REQUIRED_MONOMER_002,no_leak_evidence_ref,file,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/no_leak/no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
2,hist_REQUIRED_MONOMER_002,ablation_manifest_ref,file,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/ablation/ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
2,hist_REQUIRED_MONOMER_002,calibration_values_ref,file,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/calibration/calibration_values.json,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
2,hist_REQUIRED_MONOMER_002,replacement_target_id,operator_value,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,operator_value_required,fill replacement_target_id in replacement_candidate_intake.csv
2,hist_REQUIRED_MONOMER_002,replacement_benchmark_id,operator_value,REQUIRED_REPLACEMENT_BENCHMARK_ID,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,operator_value_required,fill replacement_benchmark_id in replacement_candidate_intake.csv
2,hist_REQUIRED_MONOMER_002,target_identity_non_current_historical,operator_value,REQUIRED_TRUE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,operator_value_required,fill target_identity_non_current_historical in replacement_candidate_intake.csv
2,hist_REQUIRED_MONOMER_002,prediction_created_at,operator_value,YYYY-MM-DD,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,operator_value_required,fill prediction_created_at in replacement_candidate_intake.csv
2,hist_REQUIRED_MONOMER_002,native_release_date,operator_value,YYYY-MM-DD,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,operator_value_required,fill native_release_date in replacement_candidate_intake.csv
2,hist_REQUIRED_MONOMER_002,prediction_generated_before_native_release,operator_value,REQUIRED_TRUE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,operator_value_required,fill prediction_generated_before_native_release in replacement_candidate_intake.csv
2,hist_REQUIRED_MONOMER_002,public_template_or_native_used_for_prediction,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,operator_value_required,fill public_template_or_native_used_for_prediction in replacement_candidate_intake.csv
2,hist_REQUIRED_MONOMER_002,other_team_model_used,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,operator_value_required,fill other_team_model_used in replacement_candidate_intake.csv
2,hist_REQUIRED_MONOMER_002,post_release_information_used,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,operator_value_required,fill post_release_information_used in replacement_candidate_intake.csv
2,hist_REQUIRED_MONOMER_002,operator_clearance,operator_value,REQUIRED_OPERATOR_CLEARANCE,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,operator_value_required,fill operator_clearance in replacement_candidate_intake.csv
3,hist_REQUIRED_MONOMER_003,prediction_pdb,file,REQUIRED_LOCAL_PREDICTION_PDB,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/prediction/replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
3,hist_REQUIRED_MONOMER_003,native_pdb,file,REQUIRED_LOCAL_NATIVE_PDB,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/native/replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
3,hist_REQUIRED_MONOMER_003,native_authority_ref,file,REQUIRED_LOCAL_NATIVE_AUTHORITY_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/authority/native_authority.md,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
3,hist_REQUIRED_MONOMER_003,no_leak_evidence_ref,file,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/no_leak/no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
3,hist_REQUIRED_MONOMER_003,ablation_manifest_ref,file,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/ablation/ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
3,hist_REQUIRED_MONOMER_003,calibration_values_ref,file,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/calibration/calibration_values.json,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
3,hist_REQUIRED_MONOMER_003,replacement_target_id,operator_value,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,operator_value_required,fill replacement_target_id in replacement_candidate_intake.csv
3,hist_REQUIRED_MONOMER_003,replacement_benchmark_id,operator_value,REQUIRED_REPLACEMENT_BENCHMARK_ID,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,operator_value_required,fill replacement_benchmark_id in replacement_candidate_intake.csv
3,hist_REQUIRED_MONOMER_003,target_identity_non_current_historical,operator_value,REQUIRED_TRUE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,operator_value_required,fill target_identity_non_current_historical in replacement_candidate_intake.csv
3,hist_REQUIRED_MONOMER_003,prediction_created_at,operator_value,YYYY-MM-DD,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,operator_value_required,fill prediction_created_at in replacement_candidate_intake.csv
3,hist_REQUIRED_MONOMER_003,native_release_date,operator_value,YYYY-MM-DD,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,operator_value_required,fill native_release_date in replacement_candidate_intake.csv
3,hist_REQUIRED_MONOMER_003,prediction_generated_before_native_release,operator_value,REQUIRED_TRUE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,operator_value_required,fill prediction_generated_before_native_release in replacement_candidate_intake.csv
3,hist_REQUIRED_MONOMER_003,public_template_or_native_used_for_prediction,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,operator_value_required,fill public_template_or_native_used_for_prediction in replacement_candidate_intake.csv
3,hist_REQUIRED_MONOMER_003,other_team_model_used,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,operator_value_required,fill other_team_model_used in replacement_candidate_intake.csv
3,hist_REQUIRED_MONOMER_003,post_release_information_used,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,operator_value_required,fill post_release_information_used in replacement_candidate_intake.csv
3,hist_REQUIRED_MONOMER_003,operator_clearance,operator_value,REQUIRED_OPERATOR_CLEARANCE,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,operator_value_required,fill operator_clearance in replacement_candidate_intake.csv
4,hist_REQUIRED_MONOMER_004,prediction_pdb,file,REQUIRED_LOCAL_PREDICTION_PDB,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/prediction/replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
4,hist_REQUIRED_MONOMER_004,native_pdb,file,REQUIRED_LOCAL_NATIVE_PDB,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/native/replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
4,hist_REQUIRED_MONOMER_004,native_authority_ref,file,REQUIRED_LOCAL_NATIVE_AUTHORITY_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/authority/native_authority.md,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
4,hist_REQUIRED_MONOMER_004,no_leak_evidence_ref,file,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/no_leak/no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
4,hist_REQUIRED_MONOMER_004,ablation_manifest_ref,file,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/ablation/ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
4,hist_REQUIRED_MONOMER_004,calibration_values_ref,file,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/calibration/calibration_values.json,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
4,hist_REQUIRED_MONOMER_004,replacement_target_id,operator_value,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,operator_value_required,fill replacement_target_id in replacement_candidate_intake.csv
4,hist_REQUIRED_MONOMER_004,replacement_benchmark_id,operator_value,REQUIRED_REPLACEMENT_BENCHMARK_ID,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,operator_value_required,fill replacement_benchmark_id in replacement_candidate_intake.csv
4,hist_REQUIRED_MONOMER_004,target_identity_non_current_historical,operator_value,REQUIRED_TRUE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,operator_value_required,fill target_identity_non_current_historical in replacement_candidate_intake.csv
4,hist_REQUIRED_MONOMER_004,prediction_created_at,operator_value,YYYY-MM-DD,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,operator_value_required,fill prediction_created_at in replacement_candidate_intake.csv
4,hist_REQUIRED_MONOMER_004,native_release_date,operator_value,YYYY-MM-DD,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,operator_value_required,fill native_release_date in replacement_candidate_intake.csv
4,hist_REQUIRED_MONOMER_004,prediction_generated_before_native_release,operator_value,REQUIRED_TRUE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,operator_value_required,fill prediction_generated_before_native_release in replacement_candidate_intake.csv
4,hist_REQUIRED_MONOMER_004,public_template_or_native_used_for_prediction,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,operator_value_required,fill public_template_or_native_used_for_prediction in replacement_candidate_intake.csv
4,hist_REQUIRED_MONOMER_004,other_team_model_used,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,operator_value_required,fill other_team_model_used in replacement_candidate_intake.csv
4,hist_REQUIRED_MONOMER_004,post_release_information_used,operator_value,REQUIRED_FALSE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,operator_value_required,fill post_release_information_used in replacement_candidate_intake.csv
4,hist_REQUIRED_MONOMER_004,operator_clearance,operator_value,REQUIRED_OPERATOR_CLEARANCE,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,operator_value_required,fill operator_clearance in replacement_candidate_intake.csv
5,hist_REQUIRED_MONOMER_005,prediction_pdb,file,REQUIRED_LOCAL_PREDICTION_PDB,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/prediction/replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
5,hist_REQUIRED_MONOMER_005,native_pdb,file,REQUIRED_LOCAL_NATIVE_PDB,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/native/replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
5,hist_REQUIRED_MONOMER_005,native_authority_ref,file,REQUIRED_LOCAL_NATIVE_AUTHORITY_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/authority/native_authority.md,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
5,hist_REQUIRED_MONOMER_005,no_leak_evidence_ref,file,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/no_leak/no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
5,hist_REQUIRED_MONOMER_005,ablation_manifest_ref,file,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/ablation/ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
5,hist_REQUIRED_MONOMER_005,calibration_values_ref,file,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,,missing,awaiting_file,dry_run,false,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/calibration/calibration_values.json,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,missing,place the missing evidence file in the strict-blind dropzone and rerun dropzones/import gate
5,hist_REQUIRED_MONOMER_005,replacement_target_id,operator_value,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,operator_value_required,fill replacement_target_id in replacement_candidate_intake.csv
5,hist_REQUIRED_MONOMER_005,replacement_benchmark_id,operator_value,REQUIRED_REPLACEMENT_BENCHMARK_ID,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,operator_value_required,fill replacement_benchmark_id in replacement_candidate_intake.csv
5,hist_REQUIRED_MONOMER_005,target_identity_non_current_historical,operator_value,REQUIRED_TRUE_CONFIRMATION,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,operator_value_required,fill target_identity_non_current_historical in replacement_candidate_intake.csv
5,hist_REQUIRED_MONOMER_005,prediction_created_at,operator_value,YYYY-MM-DD,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,operator_value_required,fill prediction_created_at in replacement_candidate_intake.csv
5,hist_REQUIRED_MONOMER_005,native_release_date,operator_value,YYYY-MM-DD,,operator_required,awaiting_operator_value,dry_run,false,,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,operator_value_required,fill native_release_date in replacement_candidate_intake.csv
