sync_action_id,sync_mode,candidate_rank,candidate_id,target_id,ligand_id,field_order,field_key,review_gate_status,linked_action_md,destination_action_exists,source_operator_value,source_operator_evidence_ref,source_operator_clearance,source_operator_id,proposed_action_status,proposed_evidence_ref,action_status,blocker,next_action
organic_ligand_metric_evidence_sync_011,dry_run,3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,1,direct_native_or_source_authority,blocked,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/020_direct_native_or_source_authority/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_012,dry_run,3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,2,no_leak_provenance,blocked,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/021_no_leak_provenance/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_013,dry_run,3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,3,prediction_chronology,blocked,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/022_prediction_chronology/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_014,dry_run,3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,4,ligand_pose_reference,blocked,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/023_ligand_pose_reference/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_015,dry_run,3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,5,strict_blind_slot_mapping,blocked,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/027_strict_blind_slot_mapping/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_016,dry_run,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,1,direct_native_or_source_authority,blocked,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/029_direct_native_or_source_authority/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_017,dry_run,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,2,no_leak_provenance,blocked,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/030_no_leak_provenance/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_018,dry_run,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,3,prediction_chronology,blocked,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/031_prediction_chronology/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_019,dry_run,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,4,ligand_pose_reference,blocked,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/032_ligand_pose_reference/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_020,dry_run,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,5,strict_blind_slot_mapping,blocked,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/036_strict_blind_slot_mapping/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_021,dry_run,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,1,direct_native_or_source_authority,blocked,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/038_direct_native_or_source_authority/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_022,dry_run,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,2,no_leak_provenance,blocked,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/039_no_leak_provenance/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_023,dry_run,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,3,prediction_chronology,blocked,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/040_prediction_chronology/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_024,dry_run,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,4,ligand_pose_reference,blocked,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/041_ligand_pose_reference/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_025,dry_run,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,5,strict_blind_slot_mapping,blocked,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/045_strict_blind_slot_mapping/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_026,dry_run,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,1,direct_native_or_source_authority,blocked,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/047_direct_native_or_source_authority/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_027,dry_run,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,2,no_leak_provenance,blocked,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/048_no_leak_provenance/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_028,dry_run,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,3,prediction_chronology,blocked,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/049_prediction_chronology/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_029,dry_run,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,4,ligand_pose_reference,blocked,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/050_ligand_pose_reference/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_030,dry_run,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,5,strict_blind_slot_mapping,blocked,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/054_strict_blind_slot_mapping/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_031,dry_run,7,organic_ligand_slot_candidate_007,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,1,direct_native_or_source_authority,blocked,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/056_direct_native_or_source_authority/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_032,dry_run,7,organic_ligand_slot_candidate_007,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,2,no_leak_provenance,blocked,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/057_no_leak_provenance/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_033,dry_run,7,organic_ligand_slot_candidate_007,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,3,prediction_chronology,blocked,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/058_prediction_chronology/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_034,dry_run,7,organic_ligand_slot_candidate_007,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,4,ligand_pose_reference,blocked,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/059_ligand_pose_reference/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
organic_ligand_metric_evidence_sync_035,dry_run,7,organic_ligand_slot_candidate_007,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,5,strict_blind_slot_mapping,blocked,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/063_strict_blind_slot_mapping/ACTION.md,True,,,,,,,blocked_review_gate_not_ready,template_operator_value_missing,complete organic ligand metric evidence review gate before sync
