action_id,queue_rank,required_benchmark_id,required_target_id,scope,field_name,evidence_class,action_status,source_status,source_path,expected_filename,dropzone_folder,patch_preview_csv,quality_status,quality_blocker,verify_command,next_action
strict_blind_evidence_011,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,ablation_manifest_ref,ablation,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/ablation/ablation_manifest.json,ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place ablation_manifest_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/ablation/ablation_manifest.json
strict_blind_evidence_012,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/02_hist_required_monomer_002/calibration/calibration_values.json
strict_blind_evidence_013,3,hist_REQUIRED_MONOMER_003,REQUIRED_MONOMER_003,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/prediction/replacement_prediction.pdb
strict_blind_evidence_014,3,hist_REQUIRED_MONOMER_003,REQUIRED_MONOMER_003,monomer,native_pdb,native,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/native/replacement_native.pdb,replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/native/replacement_native.pdb
strict_blind_evidence_015,3,hist_REQUIRED_MONOMER_003,REQUIRED_MONOMER_003,monomer,native_authority_ref,authority,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/authority/native_authority.md,native_authority.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_authority_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/authority/native_authority.md
strict_blind_evidence_016,3,hist_REQUIRED_MONOMER_003,REQUIRED_MONOMER_003,monomer,no_leak_evidence_ref,no_leak,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/no_leak/no_leak_evidence.md,no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place no_leak_evidence_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/no_leak/no_leak_evidence.md
strict_blind_evidence_017,3,hist_REQUIRED_MONOMER_003,REQUIRED_MONOMER_003,monomer,ablation_manifest_ref,ablation,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/ablation/ablation_manifest.json,ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place ablation_manifest_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/ablation/ablation_manifest.json
strict_blind_evidence_018,3,hist_REQUIRED_MONOMER_003,REQUIRED_MONOMER_003,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/03_hist_required_monomer_003/calibration/calibration_values.json
strict_blind_evidence_019,4,hist_REQUIRED_MONOMER_004,REQUIRED_MONOMER_004,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/prediction/replacement_prediction.pdb
strict_blind_evidence_020,4,hist_REQUIRED_MONOMER_004,REQUIRED_MONOMER_004,monomer,native_pdb,native,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/native/replacement_native.pdb,replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/native/replacement_native.pdb
strict_blind_evidence_021,4,hist_REQUIRED_MONOMER_004,REQUIRED_MONOMER_004,monomer,native_authority_ref,authority,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/authority/native_authority.md,native_authority.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_authority_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/authority/native_authority.md
strict_blind_evidence_022,4,hist_REQUIRED_MONOMER_004,REQUIRED_MONOMER_004,monomer,no_leak_evidence_ref,no_leak,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/no_leak/no_leak_evidence.md,no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place no_leak_evidence_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/no_leak/no_leak_evidence.md
strict_blind_evidence_023,4,hist_REQUIRED_MONOMER_004,REQUIRED_MONOMER_004,monomer,ablation_manifest_ref,ablation,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/ablation/ablation_manifest.json,ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place ablation_manifest_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/ablation/ablation_manifest.json
strict_blind_evidence_024,4,hist_REQUIRED_MONOMER_004,REQUIRED_MONOMER_004,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/04_hist_required_monomer_004/calibration/calibration_values.json
strict_blind_evidence_025,5,hist_REQUIRED_MONOMER_005,REQUIRED_MONOMER_005,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/prediction/replacement_prediction.pdb
strict_blind_evidence_026,5,hist_REQUIRED_MONOMER_005,REQUIRED_MONOMER_005,monomer,native_pdb,native,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/native/replacement_native.pdb,replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/native/replacement_native.pdb
strict_blind_evidence_027,5,hist_REQUIRED_MONOMER_005,REQUIRED_MONOMER_005,monomer,native_authority_ref,authority,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/authority/native_authority.md,native_authority.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_authority_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/authority/native_authority.md
strict_blind_evidence_028,5,hist_REQUIRED_MONOMER_005,REQUIRED_MONOMER_005,monomer,no_leak_evidence_ref,no_leak,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/no_leak/no_leak_evidence.md,no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place no_leak_evidence_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/no_leak/no_leak_evidence.md
strict_blind_evidence_029,5,hist_REQUIRED_MONOMER_005,REQUIRED_MONOMER_005,monomer,ablation_manifest_ref,ablation,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/ablation/ablation_manifest.json,ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place ablation_manifest_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/ablation/ablation_manifest.json
strict_blind_evidence_030,5,hist_REQUIRED_MONOMER_005,REQUIRED_MONOMER_005,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/05_hist_required_monomer_005/calibration/calibration_values.json
strict_blind_evidence_031,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/prediction/replacement_prediction.pdb
strict_blind_evidence_032,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,native_pdb,native,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/native/replacement_native.pdb,replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/native/replacement_native.pdb
strict_blind_evidence_033,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,native_authority_ref,authority,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/authority/native_authority.md,native_authority.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_authority_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/authority/native_authority.md
strict_blind_evidence_034,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,no_leak_evidence_ref,no_leak,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/no_leak/no_leak_evidence.md,no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place no_leak_evidence_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/no_leak/no_leak_evidence.md
strict_blind_evidence_035,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,ablation_manifest_ref,ablation,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/ablation/ablation_manifest.json,ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place ablation_manifest_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/ablation/ablation_manifest.json
strict_blind_evidence_036,6,hist_REQUIRED_MONOMER_006,REQUIRED_MONOMER_006,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/06_hist_required_monomer_006/calibration/calibration_values.json
strict_blind_evidence_037,7,hist_REQUIRED_MONOMER_007,REQUIRED_MONOMER_007,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/07_hist_required_monomer_007/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/07_hist_required_monomer_007,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/07_hist_required_monomer_007/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/07_hist_required_monomer_007/prediction/replacement_prediction.pdb
strict_blind_evidence_038,7,hist_REQUIRED_MONOMER_007,REQUIRED_MONOMER_007,monomer,native_pdb,native,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/07_hist_required_monomer_007/native/replacement_native.pdb,replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/07_hist_required_monomer_007,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/07_hist_required_monomer_007/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/07_hist_required_monomer_007/native/replacement_native.pdb
