candidate_rank,candidate_id,target_id,ligand_id,field_order,field_key,evidence_request_kind,required_operator_value_format,template_operator_value,template_operator_evidence_ref,template_operator_clearance,template_operator_id,evidence_stub_md,stub_exists,stub_operator_value,stub_operator_evidence_ref,stub_operator_clearance,stub_operator_id,template_value_status,template_evidence_ref_status,template_clearance_status,template_operator_id_status,stub_status,stub_evidence_status,policy_status,review_gate_status,first_blocker,next_action,operator_template_csv,linked_action_md
3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,1,direct_native_or_source_authority,direct_native_or_same_system_source_authority,"path, URI, accession, or dossier for direct same receptor-ligand native/source authority",,,,,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/field_evidence/direct_native_or_source_authority.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for direct_native_or_source_authority in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/020_direct_native_or_source_authority/ACTION.md
3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,2,no_leak_provenance,independent_no_leak_provenance_dossier,path or URI to no-leak dossier plus negative controls,,,,,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/field_evidence/no_leak_provenance.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for no_leak_provenance in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/021_no_leak_provenance/ACTION.md
3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,3,prediction_chronology,prediction_before_native_chronology,"prediction_created_at, native_release_date, and explicit before-native comparison",,,,,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/field_evidence/prediction_chronology.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for prediction_chronology in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/022_prediction_chronology/ACTION.md
3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,4,ligand_pose_reference,metric_valid_ligand_pose_reference,native/reference receptor-ligand pose mapping with receptor chain and ligand identity,,,,,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/field_evidence/ligand_pose_reference.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for ligand_pose_reference in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/023_ligand_pose_reference/ACTION.md
3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,5,strict_blind_slot_mapping,strict_blind_metric_slot_mapping,"cleared strict-blind slot id, metric scope, and operator clearance",,,,,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/field_evidence/strict_blind_slot_mapping.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for strict_blind_slot_mapping in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/027_strict_blind_slot_mapping/ACTION.md
4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,1,direct_native_or_source_authority,direct_native_or_same_system_source_authority,"path, URI, accession, or dossier for direct same receptor-ligand native/source authority",,,,,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/field_evidence/direct_native_or_source_authority.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for direct_native_or_source_authority in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/029_direct_native_or_source_authority/ACTION.md
4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,2,no_leak_provenance,independent_no_leak_provenance_dossier,path or URI to no-leak dossier plus negative controls,,,,,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/field_evidence/no_leak_provenance.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for no_leak_provenance in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/030_no_leak_provenance/ACTION.md
4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,3,prediction_chronology,prediction_before_native_chronology,"prediction_created_at, native_release_date, and explicit before-native comparison",,,,,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/field_evidence/prediction_chronology.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for prediction_chronology in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/031_prediction_chronology/ACTION.md
4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,4,ligand_pose_reference,metric_valid_ligand_pose_reference,native/reference receptor-ligand pose mapping with receptor chain and ligand identity,,,,,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/field_evidence/ligand_pose_reference.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for ligand_pose_reference in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/032_ligand_pose_reference/ACTION.md
4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,5,strict_blind_slot_mapping,strict_blind_metric_slot_mapping,"cleared strict-blind slot id, metric scope, and operator clearance",,,,,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/field_evidence/strict_blind_slot_mapping.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for strict_blind_slot_mapping in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/036_strict_blind_slot_mapping/ACTION.md
5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,1,direct_native_or_source_authority,direct_native_or_same_system_source_authority,"path, URI, accession, or dossier for direct same receptor-ligand native/source authority",,,,,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/field_evidence/direct_native_or_source_authority.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for direct_native_or_source_authority in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/038_direct_native_or_source_authority/ACTION.md
5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,2,no_leak_provenance,independent_no_leak_provenance_dossier,path or URI to no-leak dossier plus negative controls,,,,,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/field_evidence/no_leak_provenance.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for no_leak_provenance in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/039_no_leak_provenance/ACTION.md
5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,3,prediction_chronology,prediction_before_native_chronology,"prediction_created_at, native_release_date, and explicit before-native comparison",,,,,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/field_evidence/prediction_chronology.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for prediction_chronology in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/040_prediction_chronology/ACTION.md
5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,4,ligand_pose_reference,metric_valid_ligand_pose_reference,native/reference receptor-ligand pose mapping with receptor chain and ligand identity,,,,,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/field_evidence/ligand_pose_reference.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for ligand_pose_reference in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/041_ligand_pose_reference/ACTION.md
5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,5,strict_blind_slot_mapping,strict_blind_metric_slot_mapping,"cleared strict-blind slot id, metric scope, and operator clearance",,,,,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/field_evidence/strict_blind_slot_mapping.md,True,,,,,template_operator_value_missing,template_operator_evidence_ref_missing,template_operator_clearance_missing,template_operator_id_missing,stub_present,"stub_operator_value_missing,stub_operator_evidence_ref_missing,stub_operator_clearance_missing,stub_operator_id_missing",policy_not_checked_value_missing,blocked,template_operator_value_missing,fill operator_value for strict_blind_slot_mapping in operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/045_strict_blind_slot_mapping/ACTION.md
