dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,blocker,source_row_fill_csv,row_fill_value,dropzone_class_folder,expected_drop_path,candidate_count,candidate_paths,recommended_value,patch_candidate_csv,intake_guide_md,intake_status,next_action
priority_001_REQUIRED_MONOMER_001,11,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,provenance,other_team_model_used,other_team_model_used_must_be_false,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/provenance,,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_operator_value,fill other_team_model_used in row_fill.csv from cleared local evidence
priority_001_REQUIRED_MONOMER_001,12,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,provenance,post_release_information_used,post_release_information_used_must_be_false,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/provenance,,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_operator_value,fill post_release_information_used in row_fill.csv from cleared local evidence
priority_001_REQUIRED_MONOMER_001,13,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,provenance,current_casp17_target,current_casp17_target_must_be_false,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/provenance,,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_operator_value,fill current_casp17_target in row_fill.csv from cleared local evidence
priority_001_REQUIRED_MONOMER_001,14,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,provenance,operator_clearance,operator_clearance_requires_no_leak_clearance,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_OPERATOR_CLEARANCE,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/provenance,,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_operator_value,fill operator_clearance in row_fill.csv from cleared local evidence
priority_001_REQUIRED_MONOMER_001,15,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,ablation_file,recursive_prediction_pdb,recursive_prediction_pdb_placeholder,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_ablation_predictions_current/recursive/REQUIRED_MONOMER_001TS.pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/recursive,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/recursive/<HISTORICAL_TARGET_ID>TS.pdb,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_dropzone_file,place the validated no-leak local PDB in the indicated dropzone folder
priority_001_REQUIRED_MONOMER_001,16,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,ablation_file,scored_prediction_pdb,scored_prediction_pdb_placeholder,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_ablation_predictions_current/scored/REQUIRED_MONOMER_001TS.pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/scored,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/scored/<HISTORICAL_TARGET_ID>TS.pdb,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_dropzone_file,place the validated no-leak local PDB in the indicated dropzone folder
priority_001_REQUIRED_MONOMER_001,17,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,ablation_file,sidechain_scaffold_prediction_pdb,sidechain_scaffold_prediction_pdb_placeholder,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_scaffold/REQUIRED_MONOMER_001TS.pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/sidechain_scaffold,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/sidechain_scaffold/<HISTORICAL_TARGET_ID>TS.pdb,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_dropzone_file,place the validated no-leak local PDB in the indicated dropzone folder
priority_001_REQUIRED_MONOMER_001,18,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,ablation_file,sidechain_repacked_prediction_pdb,sidechain_repacked_prediction_pdb_placeholder,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_repacked/REQUIRED_MONOMER_001TS.pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/sidechain_repacked,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/sidechain_repacked/<HISTORICAL_TARGET_ID>TS.pdb,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_dropzone_file,place the validated no-leak local PDB in the indicated dropzone folder
priority_001_REQUIRED_MONOMER_001,19,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,ablation_file,sidechain_completed_prediction_pdb,sidechain_completed_prediction_pdb_placeholder,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_ablation_predictions_current/sidechain_completed/REQUIRED_MONOMER_001TS.pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/sidechain_completed,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/sidechain_completed/<HISTORICAL_TARGET_ID>TS.pdb,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_dropzone_file,place the validated no-leak local PDB in the indicated dropzone folder
priority_001_REQUIRED_MONOMER_001,20,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,ablation_file,steric_relaxed_prediction_pdb,steric_relaxed_prediction_pdb_placeholder,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_ablation_predictions_current/steric_relaxed/REQUIRED_MONOMER_001TS.pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/steric_relaxed,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/steric_relaxed/<HISTORICAL_TARGET_ID>TS.pdb,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_dropzone_file,place the validated no-leak local PDB in the indicated dropzone folder
priority_001_REQUIRED_MONOMER_001,21,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,ablation_file,rotamer_minimized_prediction_pdb,rotamer_minimized_prediction_pdb_placeholder,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_ablation_predictions_current/rotamer_minimized/REQUIRED_MONOMER_001TS.pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/rotamer_minimized,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/rotamer_minimized/<HISTORICAL_TARGET_ID>TS.pdb,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_dropzone_file,place the validated no-leak local PDB in the indicated dropzone folder
priority_001_REQUIRED_MONOMER_001,22,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,ablation_file,polar_refined_prediction_pdb,polar_refined_prediction_pdb_placeholder,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_ablation_predictions_current/polar_refined/REQUIRED_MONOMER_001TS.pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/polar_refined,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/polar_refined/<HISTORICAL_TARGET_ID>TS.pdb,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_dropzone_file,place the validated no-leak local PDB in the indicated dropzone folder
priority_001_REQUIRED_MONOMER_001,23,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,ablation_file,forcefield_minimized_prediction_pdb,forcefield_minimized_prediction_pdb_placeholder,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_ablation_predictions_current/forcefield_minimized/REQUIRED_MONOMER_001TS.pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/forcefield_minimized,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/forcefield_minimized/<HISTORICAL_TARGET_ID>TS.pdb,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_dropzone_file,place the validated no-leak local PDB in the indicated dropzone folder
priority_001_REQUIRED_MONOMER_001,24,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,ablation_file,statistical_rotamer_prediction_pdb,statistical_rotamer_prediction_pdb_placeholder,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,runs/casp17_historical_ablation_predictions_current/statistical_rotamer/REQUIRED_MONOMER_001TS.pdb,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/statistical_rotamer,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/files/ablation/statistical_rotamer/<HISTORICAL_TARGET_ID>TS.pdb,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_dropzone_file,place the validated no-leak local PDB in the indicated dropzone folder
priority_001_REQUIRED_MONOMER_001,25,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,calibration,selected_model_rank,selected_model_rank_requires_rank_1_to_5,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_1_TO_5,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/calibration,,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_operator_value,fill selected_model_rank in row_fill.csv from cleared local evidence
priority_001_REQUIRED_MONOMER_001,26,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,calibration,best_model_rank,best_model_rank_requires_rank_1_to_5,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_1_TO_5,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/calibration,,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_operator_value,fill best_model_rank in row_fill.csv from cleared local evidence
priority_001_REQUIRED_MONOMER_001,27,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,calibration,selected_native_metric,selected_native_metric_requires_numeric,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_NATIVE_METRIC,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/calibration,,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_operator_value,fill selected_native_metric in row_fill.csv from cleared local evidence
priority_001_REQUIRED_MONOMER_001,28,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,calibration,best_native_metric,best_native_metric_requires_numeric,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_ORACLE_METRIC,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/calibration,,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_operator_value,fill best_native_metric in row_fill.csv from cleared local evidence
priority_001_REQUIRED_MONOMER_001,29,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,calibration,selected_score,selected_score_requires_numeric,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_INTERNAL_SCORE,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/calibration,,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_operator_value,fill selected_score in row_fill.csv from cleared local evidence
priority_001_REQUIRED_MONOMER_001,30,1,1,hist_REQUIRED_MONOMER_001,REQUIRED_MONOMER_001,monomer,calibration,best_score,best_score_requires_numeric,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/row_fill.csv,REQUIRED_ORACLE_SCORE,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/evidence_dropzone/calibration,,0,,,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_001_REQUIRED_MONOMER_001/EVIDENCE_INTAKE.md,awaiting_operator_value,fill best_score in row_fill.csv from cleared local evidence
priority_002_REQUIRED_MONOMER_002,31,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,target_identity,benchmark_id,benchmark_id_placeholder,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,hist_REQUIRED_MONOMER_002,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/target_identity,,0,,,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/EVIDENCE_INTAKE.md,awaiting_operator_value,fill benchmark_id in row_fill.csv from cleared local evidence
priority_002_REQUIRED_MONOMER_002,32,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,target_identity,target_id,target_id_placeholder,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,REQUIRED_MONOMER_002,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/target_identity,,0,,,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/EVIDENCE_INTAKE.md,awaiting_operator_value,fill target_id in row_fill.csv from cleared local evidence
priority_002_REQUIRED_MONOMER_002,33,2,2,hist_REQUIRED_MONOMER_002,REQUIRED_MONOMER_002,monomer,core_file,prediction_pdb,prediction_pdb_placeholder,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/row_fill.csv,runs/casp17_historical_benchmark_predictions_current/REQUIRED_MONOMER_002_prediction.pdb,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/core,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/evidence_dropzone/files/core/<HISTORICAL_TARGET_ID>_prediction.pdb,0,,,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/ROW_FILL_PATCH_CANDIDATE.csv,casp17/competitive_floor_batch_current/priority_002_REQUIRED_MONOMER_002/EVIDENCE_INTAKE.md,awaiting_dropzone_file,place the validated no-leak local PDB in the indicated dropzone folder
