action_id,queue_rank,required_benchmark_id,field_name,required_policy,action_status,gate_status,operator_value_present,evidence_ref_present,operator_clearance_present,operator_values_csv,destination_intake_csv,blockers,verify_command,next_action
strict_blind_operator_011,2,hist_REQUIRED_MONOMER_002,replacement_target_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_target_id in replacement_operator_values.csv
strict_blind_operator_012,2,hist_REQUIRED_MONOMER_002,replacement_benchmark_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_benchmark_id in replacement_operator_values.csv
strict_blind_operator_013,2,hist_REQUIRED_MONOMER_002,target_identity_non_current_historical,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for target_identity_non_current_historical in replacement_operator_values.csv
strict_blind_operator_014,2,hist_REQUIRED_MONOMER_002,prediction_created_at,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_created_at in replacement_operator_values.csv
strict_blind_operator_015,2,hist_REQUIRED_MONOMER_002,native_release_date,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for native_release_date in replacement_operator_values.csv
strict_blind_operator_016,2,hist_REQUIRED_MONOMER_002,prediction_generated_before_native_release,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_generated_before_native_release in replacement_operator_values.csv
strict_blind_operator_017,2,hist_REQUIRED_MONOMER_002,public_template_or_native_used_for_prediction,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for public_template_or_native_used_for_prediction in replacement_operator_values.csv
strict_blind_operator_018,2,hist_REQUIRED_MONOMER_002,other_team_model_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for other_team_model_used in replacement_operator_values.csv
strict_blind_operator_019,2,hist_REQUIRED_MONOMER_002,post_release_information_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for post_release_information_used in replacement_operator_values.csv
strict_blind_operator_020,2,hist_REQUIRED_MONOMER_002,operator_clearance,operator_cleared,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/02_hist_required_monomer_002/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for operator_clearance in replacement_operator_values.csv
strict_blind_operator_021,3,hist_REQUIRED_MONOMER_003,replacement_target_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_target_id in replacement_operator_values.csv
strict_blind_operator_022,3,hist_REQUIRED_MONOMER_003,replacement_benchmark_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_benchmark_id in replacement_operator_values.csv
strict_blind_operator_023,3,hist_REQUIRED_MONOMER_003,target_identity_non_current_historical,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for target_identity_non_current_historical in replacement_operator_values.csv
strict_blind_operator_024,3,hist_REQUIRED_MONOMER_003,prediction_created_at,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_created_at in replacement_operator_values.csv
strict_blind_operator_025,3,hist_REQUIRED_MONOMER_003,native_release_date,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for native_release_date in replacement_operator_values.csv
strict_blind_operator_026,3,hist_REQUIRED_MONOMER_003,prediction_generated_before_native_release,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_generated_before_native_release in replacement_operator_values.csv
strict_blind_operator_027,3,hist_REQUIRED_MONOMER_003,public_template_or_native_used_for_prediction,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for public_template_or_native_used_for_prediction in replacement_operator_values.csv
strict_blind_operator_028,3,hist_REQUIRED_MONOMER_003,other_team_model_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for other_team_model_used in replacement_operator_values.csv
strict_blind_operator_029,3,hist_REQUIRED_MONOMER_003,post_release_information_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for post_release_information_used in replacement_operator_values.csv
strict_blind_operator_030,3,hist_REQUIRED_MONOMER_003,operator_clearance,operator_cleared,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/03_hist_required_monomer_003/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for operator_clearance in replacement_operator_values.csv
strict_blind_operator_031,4,hist_REQUIRED_MONOMER_004,replacement_target_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_target_id in replacement_operator_values.csv
strict_blind_operator_032,4,hist_REQUIRED_MONOMER_004,replacement_benchmark_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_benchmark_id in replacement_operator_values.csv
strict_blind_operator_033,4,hist_REQUIRED_MONOMER_004,target_identity_non_current_historical,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for target_identity_non_current_historical in replacement_operator_values.csv
strict_blind_operator_034,4,hist_REQUIRED_MONOMER_004,prediction_created_at,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_created_at in replacement_operator_values.csv
strict_blind_operator_035,4,hist_REQUIRED_MONOMER_004,native_release_date,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for native_release_date in replacement_operator_values.csv
strict_blind_operator_036,4,hist_REQUIRED_MONOMER_004,prediction_generated_before_native_release,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_generated_before_native_release in replacement_operator_values.csv
strict_blind_operator_037,4,hist_REQUIRED_MONOMER_004,public_template_or_native_used_for_prediction,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for public_template_or_native_used_for_prediction in replacement_operator_values.csv
strict_blind_operator_038,4,hist_REQUIRED_MONOMER_004,other_team_model_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for other_team_model_used in replacement_operator_values.csv
strict_blind_operator_039,4,hist_REQUIRED_MONOMER_004,post_release_information_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for post_release_information_used in replacement_operator_values.csv
strict_blind_operator_040,4,hist_REQUIRED_MONOMER_004,operator_clearance,operator_cleared,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/04_hist_required_monomer_004/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for operator_clearance in replacement_operator_values.csv
strict_blind_operator_041,5,hist_REQUIRED_MONOMER_005,replacement_target_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_target_id in replacement_operator_values.csv
strict_blind_operator_042,5,hist_REQUIRED_MONOMER_005,replacement_benchmark_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_benchmark_id in replacement_operator_values.csv
strict_blind_operator_043,5,hist_REQUIRED_MONOMER_005,target_identity_non_current_historical,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for target_identity_non_current_historical in replacement_operator_values.csv
strict_blind_operator_044,5,hist_REQUIRED_MONOMER_005,prediction_created_at,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_created_at in replacement_operator_values.csv
strict_blind_operator_045,5,hist_REQUIRED_MONOMER_005,native_release_date,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for native_release_date in replacement_operator_values.csv
strict_blind_operator_046,5,hist_REQUIRED_MONOMER_005,prediction_generated_before_native_release,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_generated_before_native_release in replacement_operator_values.csv
strict_blind_operator_047,5,hist_REQUIRED_MONOMER_005,public_template_or_native_used_for_prediction,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for public_template_or_native_used_for_prediction in replacement_operator_values.csv
strict_blind_operator_048,5,hist_REQUIRED_MONOMER_005,other_team_model_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for other_team_model_used in replacement_operator_values.csv
strict_blind_operator_049,5,hist_REQUIRED_MONOMER_005,post_release_information_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for post_release_information_used in replacement_operator_values.csv
strict_blind_operator_050,5,hist_REQUIRED_MONOMER_005,operator_clearance,operator_cleared,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/05_hist_required_monomer_005/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for operator_clearance in replacement_operator_values.csv
strict_blind_operator_051,6,hist_REQUIRED_MONOMER_006,replacement_target_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/06_hist_required_monomer_006/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/06_hist_required_monomer_006/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_target_id in replacement_operator_values.csv
strict_blind_operator_052,6,hist_REQUIRED_MONOMER_006,replacement_benchmark_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/06_hist_required_monomer_006/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/06_hist_required_monomer_006/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_benchmark_id in replacement_operator_values.csv
