fill_id,request_id,candidate_target_id,candidate_scope,request_kind,field_key,operator_template_csv,operator_value,operator_evidence_ref,value_status,evidence_status,fill_status,first_blocker,next_action
source_request_operator_fill_014,source_request_002,HIST_CHIGNOLIN,monomer,pre_native_prediction_source_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_002/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb_dropzone
source_request_operator_fill_015,source_request_002,HIST_CHIGNOLIN,monomer,pre_native_prediction_source_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_002/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at
source_request_operator_fill_016,source_request_002,HIST_CHIGNOLIN,monomer,pre_native_prediction_source_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_002/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_release_date
source_request_operator_fill_017,source_request_002,HIST_CHIGNOLIN,monomer,pre_native_prediction_source_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_002/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at/native_release_date
source_request_operator_fill_018,source_request_002,HIST_CHIGNOLIN,monomer,pre_native_prediction_source_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_002/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_authority_ref
source_request_operator_fill_019,source_request_002,HIST_CHIGNOLIN,monomer,pre_native_prediction_source_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_002/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for creation_evidence_ref
source_request_operator_fill_020,source_request_002,HIST_CHIGNOLIN,monomer,pre_native_prediction_source_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_002/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_evidence_ref
source_request_operator_fill_021,source_request_002,HIST_CHIGNOLIN,monomer,pre_native_prediction_source_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_002/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for method_summary
source_request_operator_fill_022,source_request_002,HIST_CHIGNOLIN,monomer,pre_native_prediction_source_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_002/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for operator_clearance
source_request_operator_fill_023,source_request_003,HIST_CRAMBIN,monomer,pre_native_prediction_source_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_003/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for source_id
source_request_operator_fill_024,source_request_003,HIST_CRAMBIN,monomer,pre_native_prediction_source_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_003/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb
source_request_operator_fill_025,source_request_003,HIST_CRAMBIN,monomer,pre_native_prediction_source_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_003/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb_dropzone
source_request_operator_fill_026,source_request_003,HIST_CRAMBIN,monomer,pre_native_prediction_source_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_003/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at
source_request_operator_fill_027,source_request_003,HIST_CRAMBIN,monomer,pre_native_prediction_source_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_003/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_release_date
source_request_operator_fill_028,source_request_003,HIST_CRAMBIN,monomer,pre_native_prediction_source_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_003/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at/native_release_date
source_request_operator_fill_029,source_request_003,HIST_CRAMBIN,monomer,pre_native_prediction_source_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_003/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_authority_ref
source_request_operator_fill_030,source_request_003,HIST_CRAMBIN,monomer,pre_native_prediction_source_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_003/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for creation_evidence_ref
source_request_operator_fill_031,source_request_003,HIST_CRAMBIN,monomer,pre_native_prediction_source_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_003/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_evidence_ref
source_request_operator_fill_032,source_request_003,HIST_CRAMBIN,monomer,pre_native_prediction_source_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_003/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for method_summary
source_request_operator_fill_033,source_request_003,HIST_CRAMBIN,monomer,pre_native_prediction_source_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_003/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for operator_clearance
source_request_operator_fill_034,source_request_004,HIST_FSD_1,monomer,pre_native_prediction_source_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_004/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for source_id
source_request_operator_fill_035,source_request_004,HIST_FSD_1,monomer,pre_native_prediction_source_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_004/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb
source_request_operator_fill_036,source_request_004,HIST_FSD_1,monomer,pre_native_prediction_source_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_004/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb_dropzone
source_request_operator_fill_037,source_request_004,HIST_FSD_1,monomer,pre_native_prediction_source_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_004/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at
source_request_operator_fill_038,source_request_004,HIST_FSD_1,monomer,pre_native_prediction_source_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_004/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_release_date
source_request_operator_fill_039,source_request_004,HIST_FSD_1,monomer,pre_native_prediction_source_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_004/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at/native_release_date
source_request_operator_fill_040,source_request_004,HIST_FSD_1,monomer,pre_native_prediction_source_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_004/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_authority_ref
source_request_operator_fill_041,source_request_004,HIST_FSD_1,monomer,pre_native_prediction_source_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_004/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for creation_evidence_ref
source_request_operator_fill_042,source_request_004,HIST_FSD_1,monomer,pre_native_prediction_source_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_004/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_evidence_ref
source_request_operator_fill_043,source_request_004,HIST_FSD_1,monomer,pre_native_prediction_source_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_004/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for method_summary
source_request_operator_fill_044,source_request_004,HIST_FSD_1,monomer,pre_native_prediction_source_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_004/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for operator_clearance
source_request_operator_fill_045,source_request_005,HIST_GB1_MINI,monomer,pre_native_prediction_source_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_005/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for source_id
source_request_operator_fill_046,source_request_005,HIST_GB1_MINI,monomer,pre_native_prediction_source_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_005/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb
source_request_operator_fill_047,source_request_005,HIST_GB1_MINI,monomer,pre_native_prediction_source_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_005/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb_dropzone
source_request_operator_fill_048,source_request_005,HIST_GB1_MINI,monomer,pre_native_prediction_source_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_005/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at
source_request_operator_fill_049,source_request_005,HIST_GB1_MINI,monomer,pre_native_prediction_source_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_005/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_release_date
source_request_operator_fill_050,source_request_005,HIST_GB1_MINI,monomer,pre_native_prediction_source_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_005/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at/native_release_date
source_request_operator_fill_051,source_request_005,HIST_GB1_MINI,monomer,pre_native_prediction_source_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_005/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_authority_ref
source_request_operator_fill_052,source_request_005,HIST_GB1_MINI,monomer,pre_native_prediction_source_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_005/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for creation_evidence_ref
source_request_operator_fill_053,source_request_005,HIST_GB1_MINI,monomer,pre_native_prediction_source_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_005/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_evidence_ref
source_request_operator_fill_054,source_request_005,HIST_GB1_MINI,monomer,pre_native_prediction_source_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_005/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for method_summary
source_request_operator_fill_055,source_request_005,HIST_GB1_MINI,monomer,pre_native_prediction_source_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_005/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for operator_clearance
source_request_operator_fill_056,source_request_006,HIST_PROTEIN_A_BDOMAIN,monomer,pre_native_prediction_source_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_006/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for source_id
source_request_operator_fill_057,source_request_006,HIST_PROTEIN_A_BDOMAIN,monomer,pre_native_prediction_source_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_006/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb
source_request_operator_fill_058,source_request_006,HIST_PROTEIN_A_BDOMAIN,monomer,pre_native_prediction_source_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_006/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb_dropzone
source_request_operator_fill_059,source_request_006,HIST_PROTEIN_A_BDOMAIN,monomer,pre_native_prediction_source_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_006/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at
source_request_operator_fill_060,source_request_006,HIST_PROTEIN_A_BDOMAIN,monomer,pre_native_prediction_source_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_006/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_release_date
source_request_operator_fill_061,source_request_006,HIST_PROTEIN_A_BDOMAIN,monomer,pre_native_prediction_source_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_006/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at/native_release_date
source_request_operator_fill_062,source_request_006,HIST_PROTEIN_A_BDOMAIN,monomer,pre_native_prediction_source_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_006/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_authority_ref
source_request_operator_fill_063,source_request_006,HIST_PROTEIN_A_BDOMAIN,monomer,pre_native_prediction_source_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_006/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for creation_evidence_ref
source_request_operator_fill_064,source_request_006,HIST_PROTEIN_A_BDOMAIN,monomer,pre_native_prediction_source_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_006/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_evidence_ref
source_request_operator_fill_065,source_request_006,HIST_PROTEIN_A_BDOMAIN,monomer,pre_native_prediction_source_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_006/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for method_summary
source_request_operator_fill_066,source_request_006,HIST_PROTEIN_A_BDOMAIN,monomer,pre_native_prediction_source_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_006/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for operator_clearance
source_request_operator_fill_067,source_request_007,HIST_TRP_CAGE,monomer,pre_native_prediction_source_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_007/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for source_id
source_request_operator_fill_068,source_request_007,HIST_TRP_CAGE,monomer,pre_native_prediction_source_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_007/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb
source_request_operator_fill_069,source_request_007,HIST_TRP_CAGE,monomer,pre_native_prediction_source_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_007/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb_dropzone
source_request_operator_fill_070,source_request_007,HIST_TRP_CAGE,monomer,pre_native_prediction_source_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_007/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at
source_request_operator_fill_071,source_request_007,HIST_TRP_CAGE,monomer,pre_native_prediction_source_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_007/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_release_date
source_request_operator_fill_072,source_request_007,HIST_TRP_CAGE,monomer,pre_native_prediction_source_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_007/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at/native_release_date
source_request_operator_fill_073,source_request_007,HIST_TRP_CAGE,monomer,pre_native_prediction_source_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_007/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_authority_ref
source_request_operator_fill_074,source_request_007,HIST_TRP_CAGE,monomer,pre_native_prediction_source_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_007/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for creation_evidence_ref
source_request_operator_fill_075,source_request_007,HIST_TRP_CAGE,monomer,pre_native_prediction_source_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_007/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_evidence_ref
source_request_operator_fill_076,source_request_007,HIST_TRP_CAGE,monomer,pre_native_prediction_source_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_007/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for method_summary
source_request_operator_fill_077,source_request_007,HIST_TRP_CAGE,monomer,pre_native_prediction_source_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_007/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for operator_clearance
source_request_operator_fill_078,source_request_008,HIST_UBIQUITIN_MINI,monomer,pre_native_prediction_source_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_008/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for source_id
source_request_operator_fill_079,source_request_008,HIST_UBIQUITIN_MINI,monomer,pre_native_prediction_source_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_008/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb
source_request_operator_fill_080,source_request_008,HIST_UBIQUITIN_MINI,monomer,pre_native_prediction_source_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_008/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb_dropzone
source_request_operator_fill_081,source_request_008,HIST_UBIQUITIN_MINI,monomer,pre_native_prediction_source_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_008/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at
source_request_operator_fill_082,source_request_008,HIST_UBIQUITIN_MINI,monomer,pre_native_prediction_source_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_008/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_release_date
source_request_operator_fill_083,source_request_008,HIST_UBIQUITIN_MINI,monomer,pre_native_prediction_source_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_008/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at/native_release_date
source_request_operator_fill_084,source_request_008,HIST_UBIQUITIN_MINI,monomer,pre_native_prediction_source_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_008/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_authority_ref
source_request_operator_fill_085,source_request_008,HIST_UBIQUITIN_MINI,monomer,pre_native_prediction_source_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_008/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for creation_evidence_ref
source_request_operator_fill_086,source_request_008,HIST_UBIQUITIN_MINI,monomer,pre_native_prediction_source_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_008/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_evidence_ref
source_request_operator_fill_087,source_request_008,HIST_UBIQUITIN_MINI,monomer,pre_native_prediction_source_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_008/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for method_summary
source_request_operator_fill_088,source_request_008,HIST_UBIQUITIN_MINI,monomer,pre_native_prediction_source_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_008/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for operator_clearance
source_request_operator_fill_089,source_request_009,HIST_VILLIN_HP35,monomer,pre_native_prediction_source_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_009/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for source_id
source_request_operator_fill_090,source_request_009,HIST_VILLIN_HP35,monomer,pre_native_prediction_source_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_009/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb
source_request_operator_fill_091,source_request_009,HIST_VILLIN_HP35,monomer,pre_native_prediction_source_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_009/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb_dropzone
source_request_operator_fill_092,source_request_009,HIST_VILLIN_HP35,monomer,pre_native_prediction_source_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_009/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at
