fill_id,candidate_rank,candidate_id,target_id,ligand_id,field_order,field_key,required_operator_value_format,source_operator_template_csv,source_evidence_stub_md,linked_action_md,operator_value,operator_evidence_ref,operator_clearance,operator_id,value_status,evidence_ref_status,clearance_status,operator_id_status,fill_status,first_blocker,next_action
organic_ligand_metric_operator_fill_013,3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,3,prediction_chronology,"prediction_created_at, native_release_date, and explicit before-native comparison",casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/field_evidence/prediction_chronology.md,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/022_prediction_chronology/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_chronology in casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/operator_evidence_template.csv
organic_ligand_metric_operator_fill_014,3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,4,ligand_pose_reference,native/reference receptor-ligand pose mapping with receptor chain and ligand identity,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/field_evidence/ligand_pose_reference.md,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/023_ligand_pose_reference/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for ligand_pose_reference in casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/operator_evidence_template.csv
organic_ligand_metric_operator_fill_015,3,organic_ligand_slot_candidate_003,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,tcruzi_pde_external_pdeb1_025_chembl4441871,5,strict_blind_slot_mapping,"cleared strict-blind slot id, metric scope, and operator clearance",casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/field_evidence/strict_blind_slot_mapping.md,casp17/organic_ligand_slot_promotion_action_board/03_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/027_strict_blind_slot_mapping/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for strict_blind_slot_mapping in casp17/organic_ligand_metric_evidence_intake/03_tcruzi_pde_external_pdeb1_025_chembl4441871/operator_evidence_template.csv
organic_ligand_metric_operator_fill_016,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,1,direct_native_or_source_authority,"path, URI, accession, or dossier for direct same receptor-ligand native/source authority",casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/field_evidence/direct_native_or_source_authority.md,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/029_direct_native_or_source_authority/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for direct_native_or_source_authority in casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv
organic_ligand_metric_operator_fill_017,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,2,no_leak_provenance,path or URI to no-leak dossier plus negative controls,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/field_evidence/no_leak_provenance.md,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/030_no_leak_provenance/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_provenance in casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv
organic_ligand_metric_operator_fill_018,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,3,prediction_chronology,"prediction_created_at, native_release_date, and explicit before-native comparison",casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/field_evidence/prediction_chronology.md,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/031_prediction_chronology/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_chronology in casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv
organic_ligand_metric_operator_fill_019,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,4,ligand_pose_reference,native/reference receptor-ligand pose mapping with receptor chain and ligand identity,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/field_evidence/ligand_pose_reference.md,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/032_ligand_pose_reference/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for ligand_pose_reference in casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv
organic_ligand_metric_operator_fill_020,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,5,strict_blind_slot_mapping,"cleared strict-blind slot id, metric scope, and operator clearance",casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/field_evidence/strict_blind_slot_mapping.md,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/036_strict_blind_slot_mapping/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for strict_blind_slot_mapping in casp17/organic_ligand_metric_evidence_intake/04_tcruzi_pde_external_pdeb1_032_chembl4445930/operator_evidence_template.csv
organic_ligand_metric_operator_fill_021,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,1,direct_native_or_source_authority,"path, URI, accession, or dossier for direct same receptor-ligand native/source authority",casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/field_evidence/direct_native_or_source_authority.md,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/038_direct_native_or_source_authority/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for direct_native_or_source_authority in casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv
organic_ligand_metric_operator_fill_022,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,2,no_leak_provenance,path or URI to no-leak dossier plus negative controls,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/field_evidence/no_leak_provenance.md,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/039_no_leak_provenance/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_provenance in casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv
organic_ligand_metric_operator_fill_023,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,3,prediction_chronology,"prediction_created_at, native_release_date, and explicit before-native comparison",casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/field_evidence/prediction_chronology.md,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/040_prediction_chronology/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_chronology in casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv
organic_ligand_metric_operator_fill_024,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,4,ligand_pose_reference,native/reference receptor-ligand pose mapping with receptor chain and ligand identity,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/field_evidence/ligand_pose_reference.md,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/041_ligand_pose_reference/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for ligand_pose_reference in casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv
organic_ligand_metric_operator_fill_025,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,5,strict_blind_slot_mapping,"cleared strict-blind slot id, metric scope, and operator clearance",casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/field_evidence/strict_blind_slot_mapping.md,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/045_strict_blind_slot_mapping/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for strict_blind_slot_mapping in casp17/organic_ligand_metric_evidence_intake/05_tcruzi_pde_external_pdeb1_007_chembl3764370/operator_evidence_template.csv
organic_ligand_metric_operator_fill_026,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,1,direct_native_or_source_authority,"path, URI, accession, or dossier for direct same receptor-ligand native/source authority",casp17/organic_ligand_metric_evidence_intake/06_tcruzi_pde_external_pdeb1_017_chembl3765606/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/06_tcruzi_pde_external_pdeb1_017_chembl3765606/field_evidence/direct_native_or_source_authority.md,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/047_direct_native_or_source_authority/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for direct_native_or_source_authority in casp17/organic_ligand_metric_evidence_intake/06_tcruzi_pde_external_pdeb1_017_chembl3765606/operator_evidence_template.csv
organic_ligand_metric_operator_fill_027,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,2,no_leak_provenance,path or URI to no-leak dossier plus negative controls,casp17/organic_ligand_metric_evidence_intake/06_tcruzi_pde_external_pdeb1_017_chembl3765606/operator_evidence_template.csv,casp17/organic_ligand_metric_evidence_intake/06_tcruzi_pde_external_pdeb1_017_chembl3765606/field_evidence/no_leak_provenance.md,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/048_no_leak_provenance/ACTION.md,,,,,operator_value_missing,operator_evidence_ref_missing,operator_clearance_missing,operator_id_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_provenance in casp17/organic_ligand_metric_evidence_intake/06_tcruzi_pde_external_pdeb1_017_chembl3765606/operator_evidence_template.csv
